MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
11.663401,-0.39609852,11.663401,0.008894558,0.18196343,342.31,332.23,342.06406,124.0,0.0,0.2773832,-0.25829005,0.2773832,0.25829005,0.53846157,0.9230769,1.3076923,16.63177,9.878024,2.2432187,-2.1426384,2.460575,-1.9577986,6.3640637,-0.38273847,2.2671487,1284.7902,17.999271,13.300923,13.300923,12.575387,7.9869113,7.9869113,6.2409678,6.2409678,4.982737,4.982737,3.9802933,3.9802933,-3.8,1358227.9,14.535237,4.85751,1.6991739,145.44304,0.0,0.0,0.0,0.0,11.374773,0.0,20.228636,0.0,0.0,0.0,36.3982,33.67763,22.905182,20.61907,9.846622,54.464565,0.0,0.0,0.0,0.0,0.0,80.8923,0.0,0.0,0.0,11.374773,0.0,0.0,9.846622,0.0,20.228636,0.0,60.66367,0.0,43.089794,0.0,86.28,9.846622,20.228636,0.0,11.374773,32.317345,10.772449,12.132734,36.3982,12.132734,0.0,0.0,0.0,0.0,22.534605,28.751337,0.017789116,0.0,17.362938,0.0,0.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,5.0,5.5536,100.9608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.824743,-0.17060184,11.824743,0.17060184,0.2692893,301.345,286.225,301.1103,112.0,0.0,0.280182,-0.25828135,0.280182,0.25828135,0.7826087,1.4347826,2.1304348,16.628431,9.821377,2.2722793,-2.2094538,2.4433844,-2.0801222,6.253369,-0.38337547,2.1262548,1081.626,15.551678,12.633589,12.633589,11.25402,8.111246,8.111246,6.450414,6.450414,5.2931995,5.2931995,4.366351,4.366351,-2.68,379595.6,12.823625,4.4157763,1.5928696,132.56233,0.0,0.0,0.0,0.0,5.6873865,0.0,10.114318,0.0,0.0,0.0,36.3982,58.858,10.949676,10.309535,4.923311,38.00473,0.0,0.0,0.0,25.683287,0.0,63.70579,0.0,0.0,0.0,5.6873865,0.0,0.0,4.923311,12.841643,10.114318,23.968546,42.46457,0.0,32.317345,0.0,43.14,0.0,10.114318,0.0,4.923311,5.6873865,52.791634,16.3359,0.0,18.1991,24.265469,0.0,0.0,0.0,11.654141,18.396769,2.5058215,0.0,14.510819,3.9324486,0.0,0.0,0.2,23.0,0.0,3.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,5.371,93.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.431072,-0.37857515,14.431072,0.12898833,0.18458152,646.614,628.47,646.1165,232.0,0.0,0.19621266,-0.35323864,0.35323864,0.19621266,0.24,0.52,0.86,16.143131,9.940472,2.259153,-2.0548842,2.426829,-2.135155,6.3923407,1.54909,1.4895265,3545.3582,33.73903,25.687094,25.687094,24.346245,16.028162,16.028162,12.932863,12.932863,10.595806,10.595806,8.440805,8.440805,-7.06,784200200000.0,26.949518,8.886481,2.9839582,275.6355,9.9679575,0.0,32.572742,0.0,0.0,0.0,28.767223,0.0,0.0,0.0,84.92914,12.132734,64.63469,43.6117,0.0,108.24639,0.0,9.9679575,0.0,0.0,0.0,158.40184,0.0,0.0,32.572742,0.0,0.0,0.0,9.9679575,0.0,0.0,0.0,125.829094,0.0,108.24639,0.0,134.0,0.0,28.767223,0.0,86.43498,54.384148,0.0,0.0,97.061874,0.0,9.9679575,0.0,0.0,0.0,91.1185,5.0507417,-0.57721436,0.0,26.741308,0.0,0.0,0.0,0.0,50.0,2.0,8.0,0.0,0.0,0.0,9.0,2.0,11.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,11.0,6.3494,201.3814,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.422196,-0.6702778,10.422196,0.2486574,0.10384883,157.133,150.077,157.05997,60.0,0.0,0.34412372,-0.36129087,0.36129087,0.34412372,1.6363636,2.2727273,2.7272727,16.158337,10.539093,2.0260248,-1.9594992,1.5872132,-2.4001632,6.2379346,-0.12389509,3.6200192,206.52795,8.690234,5.572731,5.572731,5.201907,2.6509042,2.6509042,1.5298876,1.5298876,0.75915337,0.75915337,0.31650633,0.31650633,-1.72,234.75899,9.28,5.095621,4.7630916,62.14914,10.847918,0.0,0.0,0.0,5.90718,12.12178,15.014866,5.8426704,4.7898664,0.0,0.0,0.0,0.0,6.5447564,14.378941,18.02896,0.0,10.74258,5.8426704,0.0,6.5447564,5.531129,0.0,0.0,16.58525,0.0,0.0,0.0,29.363583,9.589074,0.0,0.0,0.0,0.0,5.531129,0.0,120.62,11.81436,9.589074,0.0,6.5447564,6.2146006,0.0,0.0,5.4257913,0.0,10.106655,11.373799,0.0,0.0,23.224253,2.0939815,9.644242,3.4907475,0.0,0.628767,-0.2486574,0.0,0.25,11.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,-2.6069,35.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.521759,-0.75240743,10.521759,0.27814814,0.3421476,138.086,136.07,138.01778,50.0,0.0,0.39744458,-0.36047575,0.39744458,0.36047575,1.6,2.3,2.8,16.178377,10.340143,2.2375565,-1.9600016,1.815823,-2.392107,6.613325,-0.11719346,3.0370243,272.98218,7.5604777,4.7354875,4.7354875,4.736382,2.352336,2.352336,1.5027161,1.5027161,0.86492723,0.86492723,0.4430606,0.4430606,-1.81,182.23822,6.3121,2.2001386,0.95837563,55.17874,5.531129,6.2146006,0.0,0.0,0.0,17.649979,10.111326,4.794537,9.782271,0.0,0.0,0.0,0.0,0.0,14.378941,23.86458,0.0,5.3167887,4.992405,0.0,0.0,5.531129,0.0,0.0,5.3167887,4.794537,0.0,0.0,28.654446,4.794537,0.0,0.0,4.992405,0.0,5.531129,0.0,94.93,11.938294,9.589074,0.0,5.711685,0.0,6.2146006,0.0,0.0,5.3167887,9.782271,5.531129,0.0,0.0,26.502214,1.8137037,7.794129,-0.7476852,-0.75240743,0.8900463,0.0,0.0,0.0,10.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,-1.0222,30.6571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.319305,-0.665463,10.319305,0.25907406,0.26686522,142.118,136.07,142.04907,54.0,0.0,0.34412372,-0.3681404,0.3681404,0.34412372,1.7,2.3,2.7,16.155024,10.545581,2.005244,-1.9072983,1.5605007,-2.334459,6.237798,-0.1221529,3.595897,193.43427,7.9831276,5.072731,5.072731,4.6639023,2.4009042,2.4009042,1.4286865,1.4286865,0.6118394,0.6118394,0.27231213,0.27231213,-1.68,125.485504,8.32,4.223754,4.4782276,56.629143,16.581585,0.0,0.0,5.90718,0.0,12.12178,9.589074,0.0,4.7898664,0.0,0.0,0.0,0.0,6.5447564,14.378941,18.02896,0.0,5.3167887,5.7336674,0.0,6.5447564,5.531129,0.0,0.0,11.050456,0.0,0.0,0.0,29.363583,9.589074,0.0,0.0,0.0,0.0,5.531129,0.0,108.59,11.81436,9.589074,0.0,6.5447564,6.2146006,0.0,0.0,0.0,0.0,15.8403225,5.531129,0.0,0.0,22.752207,2.0602314,12.47058,-1.3185279,0.0,0.6279167,-0.25907406,0.0,0.25,10.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,-2.1115,31.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.230461,-0.97624433,11.230461,0.034297995,0.24183825,264.285,248.157,264.12225,102.0,0.0,0.3619679,-0.38648206,0.38648206,0.3619679,1.5263158,2.2631578,2.8421052,16.297243,9.997065,2.2319565,-2.1952271,2.1161954,-2.3087196,6.4637895,-0.11244217,2.6969466,463.59494,14.250712,10.6903925,10.6903925,9.116922,6.0430236,6.0430236,4.1907935,4.1907935,2.744441,2.744441,1.6309259,1.6309259,-2.11,16109.427,14.949206,7.3522754,4.239814,110.3313,10.637656,0.0,0.0,0.0,5.783245,5.711685,9.80345,0.0,4.7898664,4.9070654,19.420578,18.069946,12.620776,17.934608,14.69093,11.49493,0.0,5.0089126,5.285885,25.869347,13.089513,34.23936,0.0,0.0,0.0,0.0,0.0,0.0,45.593716,4.794537,4.9070654,19.76538,29.08705,0.0,5.531129,0.0,106.37,11.887212,14.80813,0.0,12.256441,12.117861,12.841643,23.236973,0.0,6.923737,10.075751,5.531129,0.0,0.0,24.681366,14.037472,8.890943,-0.435369,0.0,4.6709094,2.488013,0.0,0.5,19.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,7.0,0.0,0.0,0.0,1.0,0.8669,69.1392,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.390084,-1.2743174,10.390084,0.45814815,0.22521587,173.128,166.072,173.04366,66.0,0.0,0.41319403,-0.47998962,0.47998962,0.41319403,1.75,2.3333333,2.75,16.534994,10.340294,2.1379476,-2.0295987,1.8110694,-2.3544362,6.201403,-0.14448781,3.7546353,232.84782,9.560478,6.005543,6.005543,5.574586,2.9017851,2.9017851,1.8193401,1.8193401,0.8854923,0.8854923,0.32760915,0.32760915,-1.72,332.40857,10.28,5.0002356,4.1524734,67.352,21.108187,12.648723,0.0,0.0,0.0,18.153212,4.794537,4.794537,4.7898664,0.0,0.0,0.0,0.0,0.0,24.22233,18.153212,0.0,0.0,5.7336674,6.041841,6.606882,5.531129,0.0,0.0,5.7336674,0.0,0.0,0.0,40.698326,14.325937,0.0,0.0,0.0,0.0,5.531129,0.0,126.02,24.587334,9.589074,0.0,0.0,6.2146006,0.0,0.0,0.0,0.0,9.52673,16.371325,4.2514353,0.0,22.831064,8.225461,12.809296,-2.2241323,-1.2629232,0.49461356,-0.45814815,0.0,0.4,12.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,-1.7579,36.2536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.336743,-0.9925066,11.336743,0.008982662,0.23973998,236.231,224.135,236.09094,90.0,0.0,0.3616161,-0.38648468,0.38648468,0.3616161,1.5882353,2.2941177,2.764706,16.297205,9.998394,2.2263362,-2.1823149,2.1095843,-2.3004308,6.463777,-0.112527594,2.754797,434.83197,12.836499,9.276179,9.276179,8.116922,5.0430236,5.0430236,3.429861,3.429861,2.340558,2.340558,1.3458041,1.3458041,-2.11,5978.22,12.957159,5.8336253,3.1696854,97.60142,10.637656,0.0,0.0,0.0,5.783245,5.711685,9.80345,0.0,4.7898664,4.9070654,0.0,24.648882,12.620776,17.934608,14.69093,11.49493,0.0,5.0089126,5.285885,13.027703,13.089513,34.23936,0.0,0.0,0.0,0.0,0.0,0.0,45.593716,4.794537,4.9070654,6.923737,29.08705,0.0,5.531129,0.0,106.37,11.887212,14.80813,0.0,12.256441,12.117861,5.0089126,18.22806,6.923737,0.0,10.075751,5.531129,0.0,0.0,24.452793,13.621839,8.723254,-0.49429563,0.0,2.9277678,2.1019747,0.0,0.4,17.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0867,59.9052,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.729807,-1.0646447,12.729807,0.07367687,0.64928406,406.906,379.69,406.1547,152.0,0.0,0.33062854,-0.46157113,0.46157113,0.33062854,1.1785715,1.8571428,2.5,35.495705,9.4883,2.6745167,-2.5675998,2.6692412,-2.5828412,6.321759,-0.18532869,1.7900316,828.78375,20.482763,16.841492,17.59742,13.049002,10.022935,10.400899,9.359794,9.7669935,8.145107,8.474695,6.7641826,7.1800766,-1.62,1615357.5,19.685862,6.1866684,2.4088533,170.01543,9.473726,6.606882,11.384295,0.0,0.0,11.938611,9.589074,4.794537,0.0,0.0,31.524435,55.933846,28.862024,0.0,23.857338,29.322796,0.0,0.0,28.583698,58.979286,6.606882,22.757431,0.0,0.0,0.0,0.0,0.0,11.60094,29.929789,23.857338,28.583698,53.378235,22.757431,0.0,0.0,0.0,69.67,16.985346,14.383612,0.0,34.921257,18.05999,24.83557,19.923494,0.0,0.0,19.923494,21.074665,11.153576,6.6515155,36.388664,0.6087604,-0.9509695,-0.22091307,0.0,6.601639,7.462172,0.0,0.6818182,28.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,2.0,2.0,0.0,2.0,4.0,3.9456,103.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
